,ResponseId,StartDate,OverallSatisfaction,OpenResponse,LoggingIn,AccessPurchase,PageNumberSearch,Price,Navigation,Products,CustomerSupport,OtherDevices,Technical,Other(Homework),Group Satisfaction,sentiment
4700,R_2tbWSdkY2e4fUUh,2018-10-23 16:08:00,6,I had to go to the guidance counsler and log in on her computer and then we had to get some lady to come down and purchase it!!!,1,0,0,0,0,0,0,0,0,0,6-8,neutral
4701,R_2zSAPDmpBsZaEdN,2019-01-12 10:21:00,4,i had to have a 978 number to find my classes  was frustrating trying to them loaded on my surface and my home computer ,0,1,1,0,0,0,0,0,0,0,1-5,negative
4702,R_3Kuy4lNqaFVPWhj,2019-03-17 17:22:00,1,I had to pay $120 for access to complete my homework.  Called customer support and was not helped.,0,0,0,1,0,0,1,0,0,0,1-5,positive
4703,R_3EGMqUU7rXpyKOb,2020-11-13 15:03:00,1,"i had to pay $130 to barely use a text book for 10 weeks, feels like a rip off and scam knowing that i only need one text book and y'all think just because i have access to other textbooks i'll never use that you have to charge so much.  ",0,0,0,1,0,0,0,0,0,0,1-5,negative
4704,R_2wFttRzFk0uIL7f,2020-08-31 10:44:00,2,I had to pay 40$ extra so i could actually have a textbook >:(,0,0,0,1,0,0,0,0,0,0,1-5,negative
4705,R_2uAEyrwFxSDCpIB,2020-09-29 20:14:00,1,i had to pay a lot for it and that brought a lot of problems for me financial ,0,0,0,1,0,0,0,0,0,0,1-5,negative
4706,R_3ncTQO1pMzzZalS,2021-04-25 01:18:00,2,I had to pay a twice for publisher1 because they would not extend my subscription just for a few months which caused me to lose a lot of money and as a working student that was not ideal.,0,0,0,1,0,0,0,0,0,0,1-5,negative
4707,R_1DO187phA0ETHlo,2020-02-13 15:38:00,3,I had to pay an extra $91.70 on top of my subscription just to access one textbook and platform2 homework. It is ridiculous that the subscription does not include every course and textbook accessed through publisher1.,0,0,0,1,0,0,0,0,0,0,1-5,negative
4708,R_BXFHSiFC9crr2YV,2019-03-04 22:40:00,10,I had to pay and that was the only problem. ,0,0,0,1,0,0,0,0,0,0,9-10,negative
4709,R_3MlfbMXcr2ivN4x,2018-10-09 11:04:00,3,i had to pay for a course twice and was never reimbursed. also customer support is very poor.  ,0,0,0,1,0,0,1,0,0,0,1-5,negative
4710,R_1Iv0EvhvVlWAdGX,2020-02-11 11:13:00,1,I had to pay for an online course even though I have already payed for tuition and books. Not easy being a broke college student.,0,1,0,1,0,0,0,0,0,0,1-5,negative
4711,R_3pmSJBosJuZNSQA,2018-10-25 19:37:00,1,i had to pay for it period ,0,0,0,1,0,0,0,0,0,0,1-5,neutral
4712,R_yQ1dgbczw0W6X2p,2020-02-22 19:40:00,10,I had to pay for many other books from websites and it would've been nice if publisher1 had all those books therefore I wouldn't have had to pay $120 for a product2 program that I only had to use for one class,0,0,0,1,0,0,0,0,0,0,9-10,positive
4713,R_2CV6FKkp3rB9izh,2020-10-07 15:39:00,7,i had to pay for this so i guess i am happy,0,0,0,0,0,1,0,0,0,0,6-8,positive
4714,R_9Gn0WKh3YzYIZgt,2020-02-10 11:04:00,2,I had to pay full price for the same book that was on a different course.,0,0,0,1,0,0,0,0,0,0,1-5,neutral
4715,R_2xQtANWcmCTqJzR,2020-03-22 22:18:00,5,I had to pay money,0,0,0,1,0,0,0,0,0,0,1-5,neutral
4716,R_3ExInFGxwvXLp3Z,2018-10-07 12:11:00,5,i had to pay money so that's not the best,0,0,0,1,0,0,0,0,0,0,1-5,negative
4717,R_3Hpn13gwv39aIEu,2019-06-12 13:41:00,2,I had to pay seperately for Product1 because publisher1 'product2' doesn't include it even though it's advertised. ,0,0,0,0,0,1,0,0,0,0,1-5,neutral
4718,R_8vV7k5GbrCqCxAR,2018-11-22 22:14:00,1,"I had to pay to take the tests and quizzes for my chem class, but never used the book. Complete waste of money; I wish I could get a refund.",0,0,0,1,0,0,0,0,0,0,1-5,neutral
4719,R_1qfFMGt0QPyvTUM,2018-10-19 11:44:00,8,I had to purchase it in the first place. ,0,1,0,1,0,0,0,0,0,0,6-8,neutral
4720,R_3rZBIltCITxed4K,2018-10-25 14:53:00,2,"I had to purchase the same book twice for two classes because we are being forced to buy your low quality materials through our school. The materials don't work well, have mistakes, and are overpriced.",0,0,0,1,0,0,0,0,0,0,1-5,negative
4721,R_PBOfbO17HwRzpv3,2018-10-02 19:30:00,7,"I had to purchase through my school's bookstore, and then register for my platform3 account separately, but that was easy to navigate. It was just inefficient on the part of my school.",0,1,0,0,1,0,0,0,0,0,6-8,positive
4722,R_4PLsEvo0suPpePD,2019-03-26 22:23:00,1,I had to re purchase the same material from my bookstore and publisher1 because my professor was confused on how it works.,0,1,0,0,0,0,0,0,0,0,1-5,negative
4723,R_vUAjyn1506r9F6x,2018-09-20 22:00:00,6,i had to re-perchase it because i lost the code and nobody from customer service would get back to me. ,0,0,0,0,0,0,1,0,0,0,6-8,negative
4724,R_3M3A9SnJ0PUbN5P,2018-10-02 19:11:00,7,I had to scroll and the book wouldnt add at first,0,1,0,0,0,0,0,0,0,1,6-8,neutral
4725,R_pi9sKO5BErpDdUB,2018-12-13 23:07:00,7,I had to scroll through the various course options to access my course materials offered in publisher1. ,0,1,0,0,0,0,0,0,1,0,6-8,neutral
4726,R_OPWtlRO7figKj2p,2020-04-28 15:30:00,1,I had to spend $130 to take a 3 minute quiz. this is wildly absurd. you should have an option that only includes the book and like testing materials. I don't need all this other fluff that just drives the price up. I need the book and the test/ quiz materials. thanks for stealing my money when its already difficult to make ends meet. ,0,0,0,1,0,0,0,0,1,0,1-5,negative
4727,R_Tqhx9ORLCLMQoLv,2018-09-25 20:49:00,1,"I had to use a different account when going through blackboard, and product2 is a large waste of money.",0,0,0,1,0,0,0,0,1,0,1-5,negative
4728,R_2SotEj6QaQMRU3b,2018-11-14 20:33:00,1,I had to use your service.,0,0,0,0,0,0,1,0,0,0,1-5,neutral
4729,R_1hGWKdBkcQvZZtw,2019-02-18 11:43:00,1,I had to waste more than $100 on this ridiculous concept of a website. You all should be ashamed of yourselves,0,0,0,1,0,0,0,0,0,0,1-5,negative
4730,R_1F54QSg5I9qUQJo,2020-10-09 03:13:00,5,I had too many problems at the beginning ,0,0,0,0,0,0,1,0,0,1,1-5,negative
4731,R_2uTIOxyE4GHW25Q,2019-02-06 11:54:00,3,"I had trouble adding several books to my home page. Sometimes it let me, others times it didn't, it was a hassle. When I looked up a book sometimes it prompted to upgrade, even though I was already signed in to my account and had entered my publisher1 code, and other times it prompted to add to home. I took several times for me to get that option again for the other products I had to add, I had to sign in and out several times. This took about two hours. Another thing is that when I went to go register another product some teachers didn't have it linked to blackboard and one didn't give us a class code so that was another hassle and it took me forever to find the product. I went to the regular search and I saw the book, but again it prompted to upgrade and it eventually gave me the option to add to my home options. Once I finally got that done every time I  tried to access my dashboard/ home page it just told me it was loading and nothing would pop up. I spent almost all day refreshing it, and it was just say it was loading. Today, I signed back it and the books finally appeared. Overall, publisher1 is a great opportunity for college students to save money and it offers several books and tools for our use which is get, but it has a lot to improve on (mostly on the way it is set up). I would suggest that when registering the product the option of searching for a book should be maybe through the access code given by the professor, title, or ISBN. That would make it easier than having us to type an entire link that the professor may not even provide to the students.  Plus, I watched the video and that wasn't very helpful because it wasn't taking the access code my professor gave us, so i didn't know what to do. Another thing I would suggest is making more clear how we could use the other functions publisher1 offers, other than access to the others books, it is unclear to me how to access the rest of it such the study tools for product3 and study guides.",0,1,0,0,0,0,0,0,0,0,1-5,positive
4732,R_1dy1vWg8RAVGEWb,2018-10-29 17:20:00,6,"I had trouble because I was unaware that my payment had successfully gone through, and I found it tedious to set up.",0,0,0,0,0,0,1,0,0,0,6-8,neutral
4733,R_28CbTKqS7dsY7N7,2019-02-05 17:57:00,9,I had trouble connecting my book to my class.,0,1,0,0,0,0,0,0,0,0,9-10,negative
4734,R_1n6kfgIqDBxlShV,2018-10-03 20:12:00,9,I had trouble finding the book key for two classes on the books i purchased.,0,1,0,0,0,0,0,0,0,0,9-10,negative
4735,R_3hfkHNsZh65VNIC,2019-02-07 12:54:00,10,I had trouble finding the course on my own - the instructor was able to assist. ,0,1,0,0,0,0,0,0,0,0,9-10,negative
4736,R_1imykvkkFwdBDiW,2019-01-17 11:13:00,8,I had trouble finding where to find the access code was located,0,1,0,0,0,0,0,0,0,0,6-8,negative
4737,R_2zA7r0DnjAqRcaJ,2020-10-12 16:34:00,8,I had trouble in the beginning of the semster getting my course book so I rented it. This issue is not something that I've had problems with in the past and I hope not to have an issue with it again. ,0,0,0,0,0,0,1,0,0,0,6-8,negative
4738,R_2Bht9H9ZSQHjlLH,2019-07-16 17:47:00,6,"I had trouble knowing if this product was right for me; a person taking one class at a time.  Hopefully, my future instructors will use this system as well and I will have chosen wisely.  Also, can't figure out how to get my printed version of the ebook for my class. ",0,1,0,0,0,1,0,0,0,0,6-8,positive
4739,R_2yrXNzEobLcmx4p,2018-09-29 07:10:00,1,I had trouble locating publisher1 after buying the physical textbooks and now having to deal with customer support to return those books.,0,0,0,0,0,1,1,0,0,0,1-5,neutral
4740,R_2P5seAEIDlFlOZF,2021-03-24 12:18:00,7,"I had trouble locating the ""show me how"" videos, and when I contacted support about the videos they basically told me that they do not exist and they don't know why the book (accounting) says that. But, I finally found them myself.",0,0,0,0,0,0,1,0,0,1,6-8,neutral
4741,R_2WYDlFxnEGPjQwG,2019-07-16 14:18:00,1,"I had trouble purchasing my book with Centage product2, and now I cant even access my digital text books that I paid $130 for.",0,1,0,0,0,0,0,0,0,0,1-5,negative
4742,R_3HtUekkNimv0c2x,2021-03-03 23:49:00,4,I had trouble purching,0,0,0,0,0,0,0,0,0,0,1-5,negative
4743,R_ulzFSzMiNprgHL3,2019-01-16 22:39:00,8,I had trouble renewing my subscription. ,0,1,0,0,0,0,0,0,0,0,6-8,negative
4744,R_2fqYzx1Gubgy4my,2018-09-29 14:34:00,7,"I had trouble signing up initially as my instructor didn't send the course ID.  However, I didn't know I needed this at the time.  I reached out to your customer care team via email (there is no phone number ANYWHERE on the site to call) and I am STILL waiting for a response 4+ weeks later.  That is completely unacceptable.  I was able to eventually get to the class over a week later (the same with my fellow classmates).",0,0,0,0,0,0,1,0,0,0,6-8,negative
4745,R_2OVdaNFaAxhNGtt,2018-11-06 19:38:00,8,I had trouble trying to figure out how to gain access to the ilrn program and the corresponding books.,0,1,0,0,0,0,0,0,0,0,6-8,neutral
4746,R_31n5V1lLJNv6OZ3,2019-02-08 11:24:00,5,"I had trouble when I first logged into publisher1. Customer service was nice and did a great job helping me fix the problem. However, this is not the first time I've used publisher1, in the past I never had an issue. Sometimes I can not access the ebook or assignments which makes it very frustrating being that I have deadlines.",0,0,0,0,0,0,1,0,0,0,1-5,neutral
4747,R_1Nfwr42tuepVnss,2020-03-28 16:22:00,8,I had trouble with the highlight feature. There was a  bug where nothing I highlighted was showing up in the my highlights tab.,0,0,0,0,0,0,0,1,0,0,6-8,neutral
4748,R_2qq6zrx1wxXIQTU,2020-09-03 02:13:00,1,I hate accounting not publisher1 :(,0,0,0,0,0,0,0,0,0,1,1-5,negative
4749,R_22GpgG8mn5wEpG9,2020-11-12 17:12:00,3,I hate being times out of my sessions WHILE IM WORKING. My questions don't fit on the page so it makes it very difficult to see. Wastes so much time. Wish my teachers would not use this program,1,0,0,0,0,0,0,0,0,1,1-5,negative
4750,R_1TzJyC8qhM7Xb5D,2019-06-11 21:41:00,1,I hate electronic books. I can barely see what I am typing into right now. Are you really interested in what I think?,0,0,0,0,0,0,0,0,1,0,1-5,neutral
4751,R_1QsiTc3XAxd2Dum,2020-04-23 17:37:00,5,"I hate getting logged out even when I'm actively using the site. Sometimes I get a warning & can stay logged in, other times I don't.",1,0,0,0,0,0,0,0,0,0,1-5,negative
4752,R_1IYEMw8VAjBgtBr,2020-09-29 14:06:00,4,I hate having to log back into publisher1 all the time to read my books,1,0,0,0,0,0,0,0,0,0,1-5,negative
4753,R_324OtB3cNGy3FzC,2020-03-15 12:57:00,6,i hate homework and i hate publisher1 because it makes it harder for me to do this homework that i hate and i dont learn anything,0,0,0,0,0,0,0,0,1,0,6-8,negative
4754,R_2P1qJOaPrLEgKP7,2020-03-30 14:06:00,1,I hate how difficult it is to input my answers.,0,0,0,0,0,0,0,0,0,1,1-5,negative
4755,R_1dNcRjJH0X1q7rE,2019-09-25 11:01:00,3,i hate how if i walk away for a few minutes that i get logged out and lose where i was at. super annoying.,1,0,0,0,0,0,0,0,0,0,1-5,negative
4756,R_3gLsSM4ToiOPYJW,2021-03-24 09:33:00,7,"I hate how it acts when it logs you out. I also wish the files were easier to find, I can never seem to find them. Other than that, I think its pretty great.",1,0,0,0,1,0,0,0,0,0,6-8,positive
4757,R_2ydZtgQJjB6BsrH,2020-04-14 18:49:00,7,I hate how it logs me out of stuff sometimes,1,0,0,0,0,0,0,0,0,0,6-8,negative
4758,R_SBgZvUCqQY7wVmV,2018-12-04 22:49:00,4,I hate how it logs you out automatically after like 10 minutes of idleness.,1,0,0,0,0,0,0,0,0,0,1-5,negative
4759,R_1dK2y62st1cmK20,2019-02-10 22:36:00,8,I hate how many clicks it takes to get logged into my dashboard. ,1,0,0,0,0,0,0,0,0,0,6-8,negative
4760,R_9plbWaQMAqm2W1X,2020-09-29 15:29:00,7,I HATE how the material is universal so other students can make product3s on the same word-for-word material so it's easy to cheat. ,0,0,0,0,1,0,0,0,1,0,6-8,negative
4761,R_1QGVeNi81UtWLd4,2019-03-22 14:20:00,1,I hate it,1,0,0,0,0,0,0,0,0,0,1-5,negative
4762,R_2dvbu4FAb03PyNP,2020-09-24 16:09:00,6,I hate it when it does not let me on my book,1,0,0,0,0,0,0,0,0,0,6-8,negative
4763,R_1eDayfe60GlgE46,2018-11-29 01:26:00,1,"I hate it. It is a difficult program. It is the most unhelpful software, book, and program I have ever been forced to purchase in order to have the necessary textbooks and homework for a class.",0,0,0,1,0,1,0,0,0,0,1-5,negative
4764,R_1ifKzUbKM7ugXEY,2020-10-09 15:59:00,1,i hate its ass,1,0,0,0,0,0,0,0,0,0,1-5,negative
4765,R_27PuE9aNrpQm757,2018-11-07 21:05:00,3,i hate looking at a textbook and homework on a website. ,0,0,0,0,0,0,0,0,1,0,1-5,negative
4766,R_27B5sSBJAbovQHf,2018-10-02 18:40:00,7,I hate not being able to see my search results or open the full book. ,0,0,1,0,0,0,0,0,0,0,6-8,negative
4767,R_3CIwwxnwWs4Topw,2020-04-24 11:24:00,7,i hate on-line learning and would rather be in a classroom with a teacher who would actrully give me good feedback instead of telling me that i am just wrong. but i know nothing can be done about this so i will just deal with it. other then that it is not too bad.,0,0,0,0,0,0,0,0,0,1,6-8,positive
4768,R_3O7wxxs9vlIi7mV,2019-07-01 12:12:00,1,i hate online textbooks,0,0,1,0,0,0,0,0,0,0,1-5,negative
4769,R_2E5GSfvaIMbClTW,2020-04-22 15:06:00,3,I hate online texts,0,0,1,0,0,0,0,0,0,0,1-5,negative
4770,R_33s4d7Gf7kN5ejI,2021-03-27 22:41:00,6,I hate paying hundreds of dollars to do required homework.,0,0,0,1,0,0,0,0,0,0,6-8,negative
4771,R_2t5myI7pEm0Sqex,2018-12-02 19:54:00,1,i hate paying to do homework you guys are a scam that i am forced to pay for,0,0,0,1,0,0,0,0,0,0,1-5,negative
4772,R_1kUoXwTtU9O5j5a,2019-09-25 14:19:00,1,I hate physics with a burning passion. Have a good day.,0,0,0,1,0,0,0,0,0,0,1-5,positive
4773,R_31cHrjOoUydoXCX,2020-03-10 12:17:00,4,I hate platform1,1,0,0,0,0,0,0,0,0,0,1-5,negative
4774,R_3P6NZ7YKCILOiCl,2020-03-04 10:00:00,5,i hate publisher1,1,0,0,0,0,0,0,0,0,0,1-5,negative
4775,R_1eDayfe60GlgE46,2018-11-29 01:26:00,1,I hate publisher1 and I hate that the school I take classes at has forced publisher1 down my throat. ,0,0,0,1,0,0,0,0,0,0,1-5,negative
4776,R_3fTrxEj4iTm8QNQ,2018-11-28 17:59:00,3,I hate publisher1 having to use it is the worst part of my semester why is it so difficult to  use its not my fucking bank account ,0,0,0,0,0,0,0,0,1,0,1-5,negative
4777,R_1pMQhHQkbR6Ldz9,2020-03-01 19:56:00,1,i hate publisher1 with a burning passion.,1,0,0,0,0,0,0,0,0,0,1-5,neutral
4778,R_AtIq4zP0TDuQMHn,2019-04-01 18:54:00,1,I HATE publisher1!!! I the program is messy,0,0,0,0,0,0,0,0,1,0,1-5,negative
4779,R_vYsbjIHbrRISl1L,2020-10-02 19:19:00,1,I hate reading online and not from a book.  I hate that tests grade me as wrong just because i dont complete the tasks in the exact order it wants me to. I hate that I cant print out any part of the online information.  I hate that when i click to expand the view of the the little snippet screens it doesnt really expand anything.  i still have to scroll left to right or up and down to see the information,1,0,1,0,0,0,0,0,0,0,1-5,negative
4780,R_3HHSZBIdWQzJAEH,2020-04-06 12:19:00,6,"I hate reading online. It's not like a book where you can highlight certain interests in sentences. You also can't bookmark pages for easy reference guide to flip back on. Plus I don't believe it's right that I pay so much for a book and don't get a physical copy. What if you went out of business? Where is all my material then that I paid for. And what if 10 years down the road I want to look back at something I might need a refresher on, I would have to once again pay for the same stuff I paid for before just to have that refresher",0,0,1,0,0,1,0,0,0,0,6-8,positive
4781,R_3HXgV9ivFLs0up0,2019-06-22 18:13:00,7,I hate recorded myself.,0,0,0,1,0,0,0,0,0,0,6-8,negative
4782,R_qO5hAMuSnO7Chi1,2020-01-26 18:30:00,2,I hate school,0,0,0,1,0,0,0,0,0,0,1-5,negative
4783,R_3iWpZ7o85EUe92X,2020-10-02 02:21:00,7,I hate school but publisher1 makes a little more less difficult. :),0,0,0,0,1,0,0,0,1,0,6-8,neutral
4784,R_2Y69musOyTjD3f1,2019-10-07 12:23:00,1,"I hate textbooks online, harder to navigate and learn",0,0,0,0,0,0,0,1,0,0,1-5,negative
4785,R_1gqj6V7DwutEITU,2020-04-23 18:41:00,6,I hate that after each activity it takes me back to the activity page and then I have to scroll down and find my place again and then click on the next activity.  You should be able to just go directly to next activity after completion of current activity.  ,1,0,0,0,0,0,0,0,0,0,6-8,negative
4786,R_3oMJ1x0RAeJXijB,2019-02-11 10:01:00,10,"i hate that i always have to sign in :(
",1,0,0,0,0,0,0,0,0,0,9-10,negative
4787,R_6zFTg25UIkEl9cd,2020-02-08 23:01:00,3,"I hate that I cant make the text smaller so I can see the whole page, I don't like having to scroll down or up it gets really annoying",1,0,1,0,0,0,0,0,0,0,1-5,negative
4788,R_24C70qYRL1uq3er,2020-10-26 21:10:00,8,I hate that I have to close my browsers completely to do my assignments once I am done with reading the ebook. ,1,0,0,0,0,0,0,0,0,0,6-8,negative
4789,R_sZ3zUkRjgTmjECR,2020-03-11 21:28:00,5,I hate that my tablet and my phone donâ€™t support platform1 so I have to do my homework on my computer. ,0,0,0,0,0,0,0,1,0,0,1-5,negative
4790,R_3Hk6H2q2voUERDe,2019-04-21 21:47:00,1,I hate that textbooks are now a subscription model. Higher education is broken and publisher1 is part of the problem. Proprietary software is part of the problem and I will be checking syllabi in the future so I can limit my participation in this nonsense.,0,0,0,1,0,0,0,0,0,0,1-5,negative
4791,R_2CqqJh2wYptl5y0,2018-11-14 21:09:00,6,"I hate that the mastery training makes you wait a certain period until you can work on it again.  I understand that some people learn that way, but others do not and it is honestly annoying to have that waiting period.",0,0,0,0,0,0,0,1,0,0,6-8,neutral
4792,R_29rYqM8LeEAqKN4,2021-03-28 07:34:00,7,"I hate that the system automatically signs me out, and doesn't leave me signed in until I log out manually.  it is really annoying.  I also which that the text to speech option didn't try to read the publisher notes at the bottom of every page, and that it kept reading not stopping at the end of every page. ",1,0,0,0,0,0,0,0,0,0,6-8,negative
4793,R_2dfEuRCZ6ZrDazs,2018-10-04 17:47:00,2,I hate that there are no page numbers that correspond with what the teacher is looking at in her book. It makes it hard to follow.,0,0,1,0,0,0,0,0,0,0,1-5,negative
4794,R_30d85wcj3XOhOwq,2018-10-21 16:55:00,4,I hate that to add a course or register a product I need a product key. You need to include a course search feature and add in the ISBN search feature. Stop limiting registering for a course or product to just a code/product key/ ,0,1,1,0,0,0,0,0,0,0,1-5,negative
4795,R_2V9Yyhgbppq19fw,2019-03-06 10:59:00,6,I hate that you can only print 10 pages at a time. If I can print the book why can't I just print the book? Why do I have to do it 10 pages at a time. So annoying. Also I can't find page numbers anywhere!! I wish the books were just like online books where I can see the full page like an online book and see the page number at the bottom or top of the page. It's making citing very difficult since I can't be specific in proper MLA or APA format. ,0,0,1,0,0,0,0,0,0,0,6-8,negative
4796,R_T7asA0SpUkWHIPf,2019-03-18 23:08:00,2,I hate that you have to wait to finish your assignments. You should not have to wait hours to finish an assignment. Also doing assignments on phones is a pain because the multiple choice options for mastery assignments get smashed together therefore you cannot choice the right one,0,0,0,0,0,0,1,0,0,1,1-5,negative
4797,R_pJz476IQXHXrJ61,2019-02-13 21:43:00,7,I HATE THAT YOUR SITE LOGS YOU OUT AFTER A LITTLE PERIOD! I UNDERSTAND THE SECURITY ASPECT BUT COME ON... LET ME WORRY ABOUT MY OWN SECURITY>>,1,0,0,0,0,0,0,0,0,0,6-8,negative
4798,R_Z1ZIRzSMhr1kpb3,2018-10-21 21:12:00,1,"I hate the fact is crashing so often, and I can not change the reading view to continuous view instead of click to the next page",1,0,0,0,0,0,0,0,0,0,1-5,negative
4799,R_22FyfxXUWgjjCIF,2018-12-07 13:58:00,8,"I hate the fact that I have to re-sign up every hour, if it's on my personal computer, why should it log out after one hour? I do not like that I have to close aplia  digital course and the ebook, to re-sign up, publisher1 should make options on how to sign up and for how long!!! ",1,0,0,0,0,0,0,0,0,0,6-8,negative
4800,R_3n1P3MIBAWHCpxl,2019-03-22 14:13:00,1,I hate the fact this service is absolutely required to participate in my classes I already pay out the ass for. Let me find cheap ways to pay for my books. You're forcing my to pay you for my grade. It's exploitave ,0,0,0,1,0,0,0,0,0,0,1-5,negative
4801,R_12svP92yjZT5ds4,2019-02-19 16:29:00,5,"I hate the idea of spending this much money for a book I won't be able to keep.
It required a significant amount of work to get the *right* book figured out from the entire library you provide.",1,0,0,1,0,0,0,0,0,0,1-5,negative
4802,R_3MtVypqGP0RJz4f,2020-02-11 10:22:00,7,"I HATE THE LOGIN PAGE. I bookmark the publisher1 login page but it never works unless I google ""publisher1 login"" and click the link. Super ANNOYING.",1,0,0,0,0,0,0,0,0,0,6-8,negative
4803,R_3RjQDdNIMDDcgSq,2020-02-18 21:26:00,1,I hate the price you should have cheaper options,0,0,0,1,0,0,0,0,0,0,1-5,negative
4804,R_aghIvSSZsGxw6cx,2021-02-20 21:11:00,6,I hate the tables.  When I click on the + to enlarge them it only opens up a box that is about 1/3 of the screen and I have to toggle back and forth and up and down to read the info. ,1,0,0,0,0,0,0,0,0,0,6-8,negative
4805,R_3HUEIhnCkQKlsLk,2020-09-07 09:48:00,2,"I hate the time-outs! I'm in the middle of a chapter, taking notes, and then the session times out. I would rather have a textbook!",1,0,0,0,0,0,0,0,0,0,1-5,negative
4806,R_PMSd1WTmJm6gK1b,2018-12-08 19:37:00,7,I hate the way the eBooks is formatted.,0,0,1,0,0,0,0,0,0,0,6-8,negative
4807,R_2PptJ1hy3TsqP2H,2018-10-09 21:26:00,6,"I hate the way the search works on the online textbook. It takes forever, often glitches, and rarely helps me find what I need. ",0,0,1,0,0,0,0,0,0,0,6-8,negative
4808,R_2znIT3kAXv6RHKB,2019-01-15 00:12:00,1,I hate this,1,0,0,0,0,0,0,0,0,0,1-5,negative
4809,R_3oLwW2leNAObF2Q,2019-07-14 02:48:00,1,I HATE THIS ,1,0,0,0,0,0,0,0,0,0,1-5,negative
4810,R_2znIT3kAXv6RHKB,2019-01-15 00:12:00,1,I hate this ,1,0,0,0,0,0,0,0,0,0,1-5,negative
4811,R_21iHAQFJmGIns9M,2020-09-27 16:43:00,1,I hate this class,0,0,0,1,0,0,0,0,0,0,1-5,negative
4812,R_2qBZQXdfzEYRbTY,2018-10-30 15:13:00,1,I hate this fucking website. ,0,0,0,0,0,0,0,0,1,0,1-5,negative
4813,R_1QAQ0diNaDUzeOp,2018-12-16 20:04:00,3,"I hate this medium for texts. I tried Product1 as well and this is a worse clone. I want to be able to download rented texts to read offline. I need to be able to highlight easily in multiple colors and make notes. I need to easily copy and paste. APA citations provided are always inaccurate. The 'select' function in the text is terrible. I used to use Kindle and had no problems, but now my school makes me use publisher1 and it is by far inferior. I would not recommend publisher1 to fellow students who need flexibility or utility from the text provider.",0,0,0,0,0,0,0,1,0,0,1-5,negative
4814,R_bedfcEfT72kJ5XX,2020-10-29 20:30:00,1,i hate this product,0,0,0,1,0,0,0,0,0,0,1-5,negative
4815,R_1LbaoIYyr6TYTb4,2020-03-15 14:56:00,1,I hate this program,1,0,0,1,0,0,0,0,0,0,1-5,negative
4816,R_3D6La3Q3DCHHwKm,2020-10-21 12:03:00,1,i hate this program ,1,0,0,1,0,0,0,0,0,0,1-5,negative
4817,R_29oYwXI6tYZzUQ1,2020-09-30 17:41:00,1,I hate this program. It is not easy to navigate. It does not load half the time. It is overall my least favorite program and I hate the fact that my class solely goes through here instead of through my schools actual program. ,1,0,0,0,1,0,0,0,0,0,1-5,negative
4818,R_ZrUygQOFvKcMFZT,2018-09-04 16:04:00,1,i hate this refund me,0,0,0,1,0,0,0,0,0,0,1-5,negative
4819,R_NY0ibWaj07BmkN3,2021-02-25 13:16:00,1,"I hate this shit. No announcements, everything is buried everywhere. No organization i miss assignments constantly on this platform",1,0,0,0,0,0,0,0,0,0,1-5,negative
4820,R_2uBUOCCXKtSWeAh,2018-11-04 18:09:00,1,I HATE THIS SITE.,0,0,0,0,0,0,0,0,1,0,1-5,negative
4821,R_D99m7cfa1xKZctz,2020-04-15 12:15:00,1,I hate this software. It is not user friendly and is always always logging me out of my books.,1,0,0,0,1,0,0,0,0,0,1-5,negative
4822,R_2wS1CYnMnv7PTUf,2020-09-29 18:57:00,5,I hate this stuff but its easy becuase someone else has already answered these questions so I don't have to waste my time. But the prices are bullshit not gunna lie.,0,0,0,1,0,0,0,0,0,1,1-5,neutral
4823,R_XyTCapx0KaHTrEt,2020-11-29 15:02:00,1,I HATE THIS STUPID COURSE... THIS WHOLE WEBSITE CAN BURN IN HELL,0,0,0,1,0,0,0,0,0,0,1-5,negative
4824,R_2t2IhyHZiqH1xf8,2019-01-02 20:22:00,1,"I hate this survey, too.",0,0,0,0,0,1,0,0,1,0,1-5,negative
4825,R_2fB95cEv2PdCDPX,2018-12-10 12:23:00,1,"I hate this thing. It sucks, It glitches, it's unreliable.  ",0,0,0,0,0,0,0,0,1,0,1-5,negative
4826,R_2AWQEfLUAKeC5P6,2018-10-29 20:20:00,1,I hate this website. ,0,0,0,0,0,0,0,0,1,0,1-5,negative
4827,R_wRjJzsI7ijtjBgB,2020-09-23 14:00:00,1,I HATE this! It is the worst thing I have ever spent my money on.,0,0,0,1,0,0,0,0,0,0,1-5,negative
4828,R_8wZNHkNwJ1eu51f,2020-04-21 15:47:00,5,I hate when it disconnects me for being gone because most time im using the cite and it forces me to reload the page. Messes with my rythm while i was there,1,0,0,0,0,0,0,0,0,0,1-5,negative
4829,R_vV94k5PlJTZz0Vb,2020-03-11 09:02:00,7,"I hate when it logs you out after like 5 minutes of inactivity, we should be able to set the amount of time before publisher1 closes down. ",1,0,0,0,0,0,0,0,0,0,6-8,negative
4830,R_3h3glzotnHdWJBV,2020-10-21 15:26:00,6,I hate when my answer is a decimal or two off,0,0,0,0,0,0,0,0,0,1,6-8,negative
4831,R_2rlxP8DQoUnRpE4,2019-01-14 19:39:00,1,I hate you guys.,0,0,0,0,0,0,0,0,1,0,1-5,negative
4832,R_RVlevyqZLRFIeGJ,2018-11-04 00:53:00,5,I hate your quads,1,0,0,0,0,0,0,0,0,0,1-5,negative
